"","SurveyID","ProjectID","LocationName","Date","Collectors","Longitude","Latitude","SurveyTypeID","Plot.Name","SpeciesVarietalCode","SpeciesVarietalName","Measurement","CanopyID","Woody_DBH_cm","Woody_Height_m","ProjCode","Genus"
"1765",80,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP46","ACNE","Acer negundo",12,"",15,9.5,"COSRP","Acer"
"1766",80,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP46","ACNE","Acer negundo",13,"",23,13,"COSRP","Acer"
"1769",80,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP46","ACNE","Acer negundo",16,"",34.9,10,"COSRP","Acer"
"1770",80,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP46","ACNE","Acer negundo",17,"",44.6,14.3,"COSRP","Acer"
"1776",81,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP47","ACNE","Acer negundo",5,"",6.3,5.3,"COSRP","Acer"
"1788",81,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP47","ACNE","Acer negundo",17,"",13.2,6.6,"COSRP","Acer"
"1789",81,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP47","ACNE","Acer negundo",18,"",18.6,8.6,"COSRP","Acer"
"1790",81,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP47","ACNE","Acer negundo",19,"",16.8,8.5,"COSRP","Acer"
"1791",81,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP47","ACNE","Acer negundo",20,"",24.5,10.2,"COSRP","Acer"
"1792",81,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP47","ACNE","Acer negundo",21,"",22.7,7.6,"COSRP","Acer"
"1793",81,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP47","ACNE","Acer negundo",22,"",6.9,6.8,"COSRP","Acer"
"1794",81,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP47","ACNE","Acer negundo",23,"",5.5,5.2,"COSRP","Acer"
"1795",81,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP47","ACNE","Acer negundo",24,"",8.3,5.4,"COSRP","Acer"
"1796",81,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP47","ACNE","Acer negundo",25,"",6.9,5.9,"COSRP","Acer"
"1797",81,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP47","ACNE","Acer negundo",26,"",15.3,7,"COSRP","Acer"
"1799",82,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP48","ACNE","Acer negundo",2,"",6.5,4,"COSRP","Acer"
"1800",82,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP48","ACNE","Acer negundo",3,"",7.5,4.1,"COSRP","Acer"
"1801",82,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP48","ACNE","Acer negundo",4,"",8.6,5,"COSRP","Acer"
"1844",83,"Cosumnes River Preserve","Floorplain South of Shaw","9/25/2012","M. Vaghti, M. Read",-121.37,38.31,"Plant","CRP49","ACNE","Acer negundo",21,"",7.02,1.27,"COSRP","Acer"
"1898",85,"Cosumnes River Preserve","Intentional Forest","9/26/2012","M. Vaghti, M. Read",-121.4,38.26,"Plant","CRP51","ACNE","Acer negundo",1,"",13.2,10,"COSRP","Acer"
"1899",85,"Cosumnes River Preserve","Intentional Forest","9/26/2012","M. Vaghti, M. Read",-121.4,38.26,"Plant","CRP51","ACNE","Acer negundo",2,"",7.2,8.6,"COSRP","Acer"
"1904",85,"Cosumnes River Preserve","Intentional Forest","9/26/2012","M. Vaghti, M. Read",-121.4,38.26,"Plant","CRP51","ACNE","Acer negundo",7,"",6.6,7.2,"COSRP","Acer"
"1908",85,"Cosumnes River Preserve","Intentional Forest","9/26/2012","M. Vaghti, M. Read",-121.4,38.26,"Plant","CRP51","ACNE","Acer negundo",11,"",6.2,7.2,"COSRP","Acer"
"1909",85,"Cosumnes River Preserve","Intentional Forest","9/26/2012","M. Vaghti, M. Read",-121.4,38.26,"Plant","CRP51","ACNE","Acer negundo",12,"",8.7,8.7,"COSRP","Acer"
"1910",85,"Cosumnes River Preserve","Intentional Forest","9/26/2012","M. Vaghti, M. Read",-121.4,38.26,"Plant","CRP51","ACNE","Acer negundo",13,"",7,8.5,"COSRP","Acer"
"1911",85,"Cosumnes River Preserve","Intentional Forest","9/26/2012","M. Vaghti, M. Read",-121.4,38.26,"Plant","CRP51","ACNE","Acer negundo",14,"",9.9,9.9,"COSRP","Acer"
"1948",85,"Cosumnes River Preserve","Intentional Forest","9/26/2012","M. Vaghti, M. Read",-121.4,38.26,"Plant","CRP51","ACNE","Acer negundo",51,"",7.2,6.8,"COSRP","Acer"
"2075",91,"Cosumnes River Preserve","Shaw Forest","9/27/2012","M. Vaghti, M. Read",-121.38,38.32,"Plant","CRP57","ACNE","Acer negundo",9,"",9.2,5.8,"COSRP","Acer"
"2076",91,"Cosumnes River Preserve","Shaw Forest","9/27/2012","M. Vaghti, M. Read",-121.38,38.32,"Plant","CRP57","ACNE","Acer negundo",10,"",6.7,5.8,"COSRP","Acer"
"2077",91,"Cosumnes River Preserve","Shaw Forest","9/27/2012","M. Vaghti, M. Read",-121.38,38.32,"Plant","CRP57","ACNE","Acer negundo",11,"",5.3,5,"COSRP","Acer"
"2078",91,"Cosumnes River Preserve","Shaw Forest","9/27/2012","M. Vaghti, M. Read",-121.38,38.32,"Plant","CRP57","ACNE","Acer negundo",12,"",9.5,5.7,"COSRP","Acer"
"2079",91,"Cosumnes River Preserve","Shaw Forest","9/27/2012","M. Vaghti, M. Read",-121.38,38.32,"Plant","CRP57","ACNE","Acer negundo",13,"",12.1,8.3,"COSRP","Acer"
"2080",91,"Cosumnes River Preserve","Shaw Forest","9/27/2012","M. Vaghti, M. Read",-121.38,38.32,"Plant","CRP57","ACNE","Acer negundo",14,"",9.1,7.7,"COSRP","Acer"
"2081",91,"Cosumnes River Preserve","Shaw Forest","9/27/2012","M. Vaghti, M. Read",-121.38,38.32,"Plant","CRP57","ACNE","Acer negundo",15,"",9.2,5.7,"COSRP","Acer"
"2082",91,"Cosumnes River Preserve","Shaw Forest","9/27/2012","M. Vaghti, M. Read",-121.38,38.32,"Plant","CRP57","ACNE","Acer negundo",16,"",7.8,7.1,"COSRP","Acer"
"2127",97,"Cosumnes River Preserve","Tall Forest","7/23/2012","Liz, Hayawen, Melissa, Jackie, Mehrey",-121.41,38.26,"Plant","CRP06","ACNE","Acer negundo",23,"",9.8,6,"COSRP","Acer"
"2191",103,"Cosumnes River Preserve","Beacon","7/23/2012","All",-121.41,38.26,"Plant","CRP01","ACNE","Acer negundo",21,"",7.02,1.27,"COSRP","Acer"
"2211",721,"Sacramento R. Red Bluff to Hwy 32","Flynn","7/16/2013","MV,GV,IL,KC,ML",-122.12,40.06,"Plant","EW2013_205","ACNE","Acer negundo",5,"",11,7.5,"SACTO","Acer"
"2212",721,"Sacramento R. Red Bluff to Hwy 32","Flynn","7/16/2013","MV,GV,IL,KC,ML",-122.12,40.06,"Plant","EW2013_205","ACNE","Acer negundo",6,"",9.1,8.35,"SACTO","Acer"
"2213",721,"Sacramento R. Red Bluff to Hwy 32","Flynn","7/16/2013","MV,GV,IL,KC,ML",-122.12,40.06,"Plant","EW2013_205","ACNE","Acer negundo",7,"",6,8.2,"SACTO","Acer"
"2218",721,"Sacramento R. Red Bluff to Hwy 32","Flynn","7/16/2013","MV,GV,IL,KC,ML",-122.12,40.06,"Plant","EW2013_205","ACNE","Acer negundo",12,"",13.5,8.2,"SACTO","Acer"
"2219",721,"Sacramento R. Red Bluff to Hwy 32","Flynn","7/16/2013","MV,GV,IL,KC,ML",-122.12,40.06,"Plant","EW2013_205","ACNE","Acer negundo",13,"",7.8,4.5,"SACTO","Acer"
"2220",721,"Sacramento R. Red Bluff to Hwy 32","Flynn","7/16/2013","MV,GV,IL,KC,ML",-122.12,40.06,"Plant","EW2013_205","ACNE","Acer negundo",14,"",26,13.1,"SACTO","Acer"
"2221",721,"Sacramento R. Red Bluff to Hwy 32","Flynn","7/16/2013","MV,GV,IL,KC,ML",-122.12,40.06,"Plant","EW2013_205","ACNE","Acer negundo",15,"",22.1,7,"SACTO","Acer"
"2236",722,"Sacramento R. Red Bluff to Hwy 32","Foster Island","7/19/2013","MV,RS,DC,DK,JL",-122.06,39.85,"Plant","EW2013_216","ACNE","Acer negundo",5,"",26,10.17,"SACTO","Acer"
"2241",722,"Sacramento R. Red Bluff to Hwy 32","Foster Island","7/19/2013","MV,RS,DC,DK,JL",-122.06,39.85,"Plant","EW2013_216","ACNE","Acer negundo",10,"",24,8.01,"SACTO","Acer"
"2242",722,"Sacramento R. Red Bluff to Hwy 32","Foster Island","7/19/2013","MV,RS,DC,DK,JL",-122.06,39.85,"Plant","EW2013_216","ACNE","Acer negundo",11,"",22.6,4.95,"SACTO","Acer"
"2250",723,"Sacramento R. Red Bluff to Hwy 32","Foster Island","7/19/2013","MV,EW students",-122.06,39.85,"Plant","EW2013_214","ACNE","Acer negundo",5,"",21.7,5.5,"SACTO","Acer"
"2251",723,"Sacramento R. Red Bluff to Hwy 32","Foster Island","7/19/2013","MV,EW students",-122.06,39.85,"Plant","EW2013_214","ACNE","Acer negundo",6,"",27.5,12.8,"SACTO","Acer"
"2255",723,"Sacramento R. Red Bluff to Hwy 32","Foster Island","7/19/2013","MV,EW students",-122.06,39.85,"Plant","EW2013_214","ACNE","Acer negundo",10,"",9.2,6,"SACTO","Acer"
"2256",723,"Sacramento R. Red Bluff to Hwy 32","Foster Island","7/19/2013","MV,EW students",-122.06,39.85,"Plant","EW2013_214","ACNE","Acer negundo",11,"",17.3,6.7,"SACTO","Acer"
"2258",723,"Sacramento R. Red Bluff to Hwy 32","Foster Island","7/19/2013","MV,EW students",-122.06,39.85,"Plant","EW2013_214","ACNE","Acer negundo",13,"",7.2,2.7,"SACTO","Acer"
"2263",724,"Sacramento R. Red Bluff to Hwy 32","Foster Island","7/19/2013","MV,JL,DK,RS,DC",-122.06,39.85,"Plant","EW2013_215","ACNE","Acer negundo",4,"",25.2,11.2,"SACTO","Acer"
"2265",724,"Sacramento R. Red Bluff to Hwy 32","Foster Island","7/19/2013","MV,JL,DK,RS,DC",-122.06,39.85,"Plant","EW2013_215","ACNE","Acer negundo",6,"",10.9,3,"SACTO","Acer"
"2274",728,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","Z. Steel,RS,DC,ML,DK",-122.06,39.88,"Plant","EW2013_113","ACNE","Acer negundo",2,"",7.2,6,"SACTO","Acer"
"2285",728,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","Z. Steel,RS,DC,ML,DK",-122.06,39.88,"Plant","EW2013_113","ACNE","Acer negundo",13,"",20,14.6,"SACTO","Acer"
"2286",728,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","Z. Steel,RS,DC,ML,DK",-122.06,39.88,"Plant","EW2013_113","ACNE","Acer negundo",14,"",25,12.4,"SACTO","Acer"
"2320",731,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","Z. Steel,DC,ML,DK,RS",-122.06,39.88,"Plant","EW2013_111","ACNE","Acer negundo",15,"",5.9,4.3,"SACTO","Acer"
"2321",731,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","Z. Steel,DC,ML,DK,RS",-122.06,39.88,"Plant","EW2013_111","ACNE","Acer negundo",16,"",13.2,5.8,"SACTO","Acer"
"2322",732,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,GV,IL,ML,MV",-122.06,39.88,"Plant","EW2013_210","ACNE","Acer negundo",1,"",22,6.8,"SACTO","Acer"
"2325",732,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,GV,IL,ML,MV",-122.06,39.88,"Plant","EW2013_210","ACNE","Acer negundo",4,"",12.8,11.54,"SACTO","Acer"
"2327",732,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,GV,IL,ML,MV",-122.06,39.88,"Plant","EW2013_210","ACNE","Acer negundo",6,"",11.5,6.75,"SACTO","Acer"
"2328",732,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,GV,IL,ML,MV",-122.06,39.88,"Plant","EW2013_210","ACNE","Acer negundo",7,"",9,6.2,"SACTO","Acer"
"2331",732,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,GV,IL,ML,MV",-122.06,39.88,"Plant","EW2013_210","ACNE","Acer negundo",10,"",11,6.16,"SACTO","Acer"
"2332",732,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,GV,IL,ML,MV",-122.06,39.88,"Plant","EW2013_210","ACNE","Acer negundo",11,"",10.5,5.83,"SACTO","Acer"
"2333",732,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,GV,IL,ML,MV",-122.06,39.88,"Plant","EW2013_210","ACNE","Acer negundo",12,"",14.1,6.01,"SACTO","Acer"
"2334",732,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,GV,IL,ML,MV",-122.06,39.88,"Plant","EW2013_210","ACNE","Acer negundo",13,"",11.7,6.36,"SACTO","Acer"
"2336",732,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,GV,IL,ML,MV",-122.06,39.88,"Plant","EW2013_210","ACNE","Acer negundo",15,"",9.6,7.86,"SACTO","Acer"
"2370",734,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,JL,IL,GV,MV",-122.06,39.88,"Plant","EW2013_213","ACNE","Acer negundo",5,"",5,6.19,"SACTO","Acer"
"2371",734,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,JL,IL,GV,MV",-122.06,39.88,"Plant","EW2013_213","ACNE","Acer negundo",6,"",24.2,10.31,"SACTO","Acer"
"2372",734,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,JL,IL,GV,MV",-122.06,39.88,"Plant","EW2013_213","ACNE","Acer negundo",7,"",22,12.11,"SACTO","Acer"
"2373",734,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,JL,IL,GV,MV",-122.06,39.88,"Plant","EW2013_213","ACNE","Acer negundo",8,"",11.8,8.33,"SACTO","Acer"
"2374",734,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,JL,IL,GV,MV",-122.06,39.88,"Plant","EW2013_213","ACNE","Acer negundo",9,"",17,9.17,"SACTO","Acer"
"2375",734,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,JL,IL,GV,MV",-122.06,39.88,"Plant","EW2013_213","ACNE","Acer negundo",10,"",18.3,9.29,"SACTO","Acer"
"2376",734,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,JL,IL,GV,MV",-122.06,39.88,"Plant","EW2013_213","ACNE","Acer negundo",11,"",6.8,4.79,"SACTO","Acer"
"2377",734,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,JL,IL,GV,MV",-122.06,39.88,"Plant","EW2013_213","ACNE","Acer negundo",12,"",15.4,11.54,"SACTO","Acer"
"2388",735,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,JL,IL,GV,MV",-122.05,39.88,"Plant","EW2013_212","ACNE","Acer negundo",3,"",12.2,5.03,"SACTO","Acer"
"2391",735,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,JL,IL,GV,MV",-122.05,39.88,"Plant","EW2013_212","ACNE","Acer negundo",6,"",7,3.53,"SACTO","Acer"
"2392",735,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,JL,IL,GV,MV",-122.05,39.88,"Plant","EW2013_212","ACNE","Acer negundo",7,"",9,4.03,"SACTO","Acer"
"2393",735,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,JL,IL,GV,MV",-122.05,39.88,"Plant","EW2013_212","ACNE","Acer negundo",8,"",5,2.37,"SACTO","Acer"
"2395",735,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,JL,IL,GV,MV",-122.05,39.88,"Plant","EW2013_212","ACNE","Acer negundo",10,"",18.5,9.02,"SACTO","Acer"
"2396",735,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,JL,IL,GV,MV",-122.05,39.88,"Plant","EW2013_212","ACNE","Acer negundo",11,"",5.7,3.75,"SACTO","Acer"
"2401",735,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,JL,IL,GV,MV",-122.05,39.88,"Plant","EW2013_212","ACNE","Acer negundo",16,"",10,9.68,"SACTO","Acer"
"2402",735,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,JL,IL,GV,MV",-122.05,39.88,"Plant","EW2013_212","ACNE","Acer negundo",17,"",6,3.86,"SACTO","Acer"
"2405",735,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,JL,IL,GV,MV",-122.05,39.88,"Plant","EW2013_212","ACNE","Acer negundo",20,"",20,10.82,"SACTO","Acer"
"2406",735,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","7/18/2013","KC,JL,IL,GV,MV",-122.05,39.88,"Plant","EW2013_212","ACNE","Acer negundo",21,"",23.5,11.99,"SACTO","Acer"
"2459",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",1,"",5.4,2.3,"SACTO","Acer"
"2460",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",2,"",10.1,4.9,"SACTO","Acer"
"2461",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",3,"",10.3,6.1,"SACTO","Acer"
"2462",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",4,"",6.8,3.7,"SACTO","Acer"
"2476",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",18,"",19.7,8.66,"SACTO","Acer"
"2477",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",19,"",15.1,7.77,"SACTO","Acer"
"2478",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",20,"",5.7,4.49,"SACTO","Acer"
"2479",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",21,"",5.4,2.9,"SACTO","Acer"
"2480",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",22,"",11.1,5.14,"SACTO","Acer"
"2481",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",23,"",6.1,2.13,"SACTO","Acer"
"2482",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",24,"",15.5,7.22,"SACTO","Acer"
"2483",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",25,"",9.5,7.84,"SACTO","Acer"
"2484",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",26,"",9.2,7.7,"SACTO","Acer"
"2485",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",27,"",5.6,5.83,"SACTO","Acer"
"2486",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",28,"",5.4,2.93,"SACTO","Acer"
"2487",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",29,"",7.8,3.92,"SACTO","Acer"
"2488",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",30,"",10.8,5.62,"SACTO","Acer"
"2489",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",31,"",10.8,5.11,"SACTO","Acer"
"2490",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",32,"",8.1,4.66,"SACTO","Acer"
"2491",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",33,"",5.12,8.1,"SACTO","Acer"
"2500",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",42,"",3.19,5.4,"SACTO","Acer"
"2501",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",43,"",6,4.19,"SACTO","Acer"
"2502",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",44,"",8,4.45,"SACTO","Acer"
"2503",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",45,"",6.4,3.89,"SACTO","Acer"
"2504",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",46,"",6.2,5.97,"SACTO","Acer"
"2505",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",47,"",5.5,4.65,"SACTO","Acer"
"2506",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",48,"",8.6,5,"SACTO","Acer"
"2507",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",49,"",7.5,6.6,"SACTO","Acer"
"2508",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",50,"",4.21,6.8,"SACTO","Acer"
"2509",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",51,"",4,9.7,"SACTO","Acer"
"2510",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",52,"",6.5,9.1,"SACTO","Acer"
"2532",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",74,"",6.3,2.65,"SACTO","Acer"
"2533",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",75,"",6.4,3.28,"SACTO","Acer"
"2534",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",76,"",8.7,4.54,"SACTO","Acer"
"2535",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",77,"",13.8,5.11,"SACTO","Acer"
"2536",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",78,"",11.2,5.39,"SACTO","Acer"
"2537",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",79,"",7,3.4,"SACTO","Acer"
"2538",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",80,"",6.7,4.45,"SACTO","Acer"
"2539",740,"Sacramento R. Red Bluff to Hwy 32","Merrill's Landing","8/1/2013","M. Vaghti,DD,JY,OM,KP",-122.05,39.88,"Plant","EW2013_410","ACNE","Acer negundo",81,"",6.2,2.44,"SACTO","Acer"
